,Acciona AW77 1500,Alstom Eco 74,Alstom Eco 80,Alstom Eco 110,Bonus B23 150,Bonus B33 300,Bonus B37 450,Bonus B41 500,Bonus B44 600,Bonus B54 1000,Bonus B62 1300,Bonus B82 2300,Dewind D4 41 500,Dewind D6 1000,Enercon E40 500,Enercon E40 600,Enercon E44 900,Enercon E48 800,Enercon E53 800,Enercon E66 1500,Enercon E66 1800,Enercon E66 2000,Enercon E70 2000,Enercon E70 2300,Enercon E82 1800,Enercon E82 2000,Enercon E82 2300,Enercon E82 3000,Enercon E92 2300,Enercon E92 2350,Enercon E101 3000,Enercon E112 4500,Enercon E126 6500,Enercon E126 7000,Enercon E126 7500,EWT DirectWind 52 900,Gamesa G47 660,Gamesa G52 850,Gamesa G58 850,Gamesa G80 2000,Gamesa G87 2000,Gamesa G90 2000,Gamesa G128 4500,GE 900S,GE 1.5s,GE 1.5se,GE 1.5sl,GE 1.5sle,GE 1.5xle,GE 1.6,GE 1.7,GE 2.5xl,GE 2.75 103,Goldwind GW82 1500,NEG Micon M1500 500,NEG Micon M1500 750,NEG Micon NM48 750,NEG Micon NM52 900,NEG Micon NM60 1000,NEG Micon NM64c 1500,NEG Micon NM80 2750,Nordex N27 150,Nordex N29 250,Nordex N43 600,Nordex N50 800,Nordex N60 1300,Nordex N80 2500,Nordex N90 2300,Nordex N90 2500,Nordex N100 2500,Nordex N131 3000,Nordex N131 3300,Nordtank NTK500,Nordtank NTK600,PowerWind 56 900,REpower MD70 1500,REPower MD77 1500,REpower MM70 2000,REpower MM82 2000,REpower MM92 2000,REpower 3.4M,REpower 5M,REpower 6M,Siemens SWT 1.3 62,Siemens SWT 2.3 82,Siemens SWT 2.3 93,Siemens SWT 2.3 101,Siemens SWT 3.0 101,Siemens SWT 3.6 107,Siemens SWT 3.6 120,Siemens SWT 4.0 130,Suzlon S88 2100,Suzlon S97 2100,Tacke TW600 43,Vestas V27 225,Vestas V29 225,Vestas V39 500,Vestas V42 600,Vestas V44 600,Vestas V47 660,Vestas V52 850,Vestas V66 1650,Vestas V66 1750,Vestas V66 2000,Vestas V80 1800,Vestas V80 2000,Vestas V90 1800,Vestas V90 2000,Vestas V90 3000,Vestas V100 1800,Vestas V100 2000,Vestas V110 2000,Vestas V112 3000,Vestas V112 3300,Vestas V164 7000,Wind World W3700,Wind World W4200,Windmaster WM28 300,Windmaster WM43 750,Windflow 500,XANT M21 100
3.41,0.024946,0.023022,0.020274,0.032243,0.017786,0.038988,0.011689,0.007284,0.019587,0.020825,0.017195,0.019636,0.018679,0.029941,0.02968,0.021776,0.017401,0.032761,0.038453,0.017398,0.020687,0.018618,0.023285,0.020664,0.03717,0.032637,0.028471,0.022154,0.034085,0.028471,0.032114,0.024755,0.022303,0.02071,0.019125,0.027238,0.015648,0.02346,0.032427,0.024865,0.027768,0.035037,0.034948,0.018971,0.018185,0.013731,0.023221,0.026497,0.033301,0.032953,0.049706,0.028528,0.030831,0.046536,0.022901,0.010876,0.021591,0.023546,0.026568,0.017201,0.010624,0.033386,0.031774,0.021978,0.019762,0.015882,0.019981,0.019636,0.023718,0.033819,0.051399,0.047277,0.007449,0.006754,0.027896,0.016467,0.025091,0.011764,0.024873,0.036349,0.023111,0.02159,0.015687,0.021147,0.017334,0.030597,0.041509,0.034823,0.026064,0.035092,0.033788,0.015581,0.028575,0.024811,0.021572,0.027082,0.01045,0.008747,0.011349,0.016127,0.024519,0.012367,0.016266,0.014275,0.012716,0.023622,0.034514,0.031135,0.018963,0.042485,0.044412,0.058013,0.032919,0.032106,0.017116,0.007392,0.006832,0.004197,0.005358,0.000759,0.043927
3.42,0.025291,0.023303,0.020523,0.032608,0.018054,0.03936,0.011902,0.007435,0.019836,0.021088,0.017413,0.019883,0.01887,0.030243,0.029972,0.022038,0.017575,0.033053,0.038796,0.017617,0.02091,0.018819,0.023514,0.020867,0.037525,0.032949,0.028743,0.022366,0.03441,0.028743,0.032426,0.025004,0.022538,0.020928,0.019327,0.02752,0.015915,0.023762,0.03277,0.025156,0.028121,0.035405,0.035293,0.019244,0.01843,0.013954,0.023518,0.026828,0.033698,0.033367,0.050332,0.028866,0.031172,0.046977,0.023181,0.011047,0.021856,0.023827,0.026868,0.017427,0.010791,0.033772,0.032082,0.022238,0.020009,0.016088,0.020225,0.019923,0.024034,0.034206,0.05195,0.047781,0.007588,0.006892,0.028201,0.016703,0.02541,0.011943,0.025176,0.036731,0.023394,0.021854,0.0159,0.021411,0.017565,0.030945,0.04194,0.035138,0.026361,0.035494,0.03419,0.015839,0.028958,0.025081,0.021859,0.027426,0.010639,0.008911,0.011555,0.016385,0.024819,0.012555,0.016471,0.014454,0.012946,0.023923,0.034952,0.03153,0.019208,0.042978,0.044894,0.058602,0.0333,0.032449,0.017364,0.007531,0.006968,0.004291,0.005475,0.000783,0.044331
3.43,0.025639,0.023587,0.020774,0.032976,0.018324,0.039735,0.012118,0.007589,0.020088,0.021352,0.017632,0.020133,0.019063,0.030547,0.030266,0.022303,0.01775,0.033346,0.039141,0.017838,0.021136,0.019022,0.023744,0.021072,0.037883,0.033263,0.029016,0.022579,0.034738,0.029016,0.032739,0.025254,0.022774,0.021148,0.019529,0.027803,0.016186,0.024065,0.033116,0.025449,0.028476,0.035775,0.035639,0.019519,0.018677,0.014179,0.023818,0.027161,0.034099,0.033784,0.050963,0.029206,0.031515,0.047421,0.023464,0.011219,0.022124,0.024109,0.027171,0.017654,0.010961,0.034161,0.032391,0.022499,0.020259,0.016296,0.02047,0.020212,0.024353,0.034595,0.052504,0.048289,0.00773,0.007033,0.028507,0.016942,0.025731,0.012123,0.025482,0.037115,0.02368,0.02212,0.016116,0.021678,0.017797,0.031295,0.042374,0.035455,0.02666,0.035899,0.034594,0.016099,0.029344,0.025352,0.022148,0.027773,0.010831,0.009078,0.011762,0.016646,0.025122,0.012745,0.016676,0.014634,0.013179,0.024227,0.035393,0.031927,0.019455,0.043474,0.045378,0.059195,0.033683,0.032795,0.017614,0.007672,0.007105,0.004385,0.005593,0.000808,0.044737
3.44,0.02599,0.023872,0.021027,0.033347,0.018597,0.040112,0.012336,0.007745,0.020341,0.021619,0.017853,0.020384,0.019257,0.030853,0.030561,0.022569,0.017927,0.03364,0.039488,0.018061,0.021362,0.019226,0.023976,0.021277,0.038242,0.033578,0.029292,0.022793,0.035068,0.029292,0.033054,0.025506,0.023012,0.021368,0.019733,0.028088,0.016459,0.02437,0.033464,0.025744,0.028834,0.036147,0.035987,0.019797,0.018927,0.014406,0.024121,0.027496,0.034502,0.034204,0.051598,0.029549,0.031861,0.047867,0.023748,0.011393,0.022394,0.024393,0.027475,0.017884,0.011132,0.034551,0.032701,0.022762,0.020509,0.016504,0.020717,0.020504,0.024674,0.034987,0.053061,0.048799,0.007873,0.007176,0.028815,0.017182,0.026054,0.012305,0.02579,0.037502,0.023968,0.022388,0.016333,0.021946,0.018031,0.031647,0.042811,0.035773,0.026961,0.036306,0.035001,0.016363,0.029734,0.025625,0.022439,0.028122,0.011025,0.009247,0.011973,0.01691,0.025426,0.012936,0.016884,0.014816,0.013414,0.024532,0.035837,0.032328,0.019704,0.043974,0.045864,0.059791,0.034068,0.033143,0.017866,0.007815,0.007245,0.004482,0.005714,0.000833,0.045145
3.45,0.026653,0.024414,0.021507,0.034052,0.019109,0.040836,0.01274,0.008032,0.020821,0.022125,0.018272,0.02086,0.019625,0.031436,0.031128,0.023075,0.018262,0.034206,0.040154,0.018483,0.021794,0.019615,0.024419,0.02167,0.038931,0.034183,0.029819,0.023203,0.035699,0.029819,0.033656,0.025987,0.023467,0.02179,0.020123,0.028633,0.016969,0.02495,0.034127,0.026306,0.029514,0.036858,0.036655,0.020319,0.019398,0.014831,0.024692,0.028133,0.035268,0.035002,0.052803,0.030202,0.03252,0.048724,0.024289,0.011719,0.022906,0.024934,0.028055,0.018318,0.011452,0.035297,0.033299,0.023263,0.020986,0.016901,0.021187,0.021053,0.025282,0.035733,0.054126,0.049775,0.008138,0.007438,0.029403,0.017635,0.026668,0.012646,0.026375,0.038242,0.024515,0.022897,0.016743,0.022456,0.018473,0.032319,0.043646,0.036386,0.027535,0.037083,0.035776,0.016854,0.03047,0.026146,0.02299,0.028783,0.011384,0.009559,0.012363,0.017404,0.026005,0.013295,0.017277,0.015161,0.013851,0.025113,0.03668,0.033088,0.020176,0.044925,0.046795,0.060934,0.034803,0.033807,0.018341,0.008079,0.007502,0.004658,0.005934,0.000878,0.045931
3.46,0.027012,0.024706,0.021765,0.03443,0.019389,0.041218,0.012966,0.008195,0.02108,0.022397,0.018498,0.021117,0.019825,0.031749,0.031428,0.023348,0.018442,0.034506,0.040507,0.01871,0.022025,0.019823,0.024655,0.02188,0.039297,0.034504,0.030099,0.023421,0.036035,0.030099,0.033977,0.026243,0.023709,0.022015,0.020331,0.028923,0.01725,0.025262,0.034482,0.026606,0.02988,0.037237,0.037009,0.020604,0.019654,0.015065,0.025002,0.028476,0.035679,0.035431,0.053452,0.030551,0.032872,0.049177,0.024579,0.011898,0.023181,0.025224,0.028365,0.018552,0.011628,0.035695,0.033613,0.023531,0.021242,0.017114,0.021439,0.021353,0.02561,0.036132,0.054693,0.050295,0.008286,0.007587,0.029717,0.017882,0.026998,0.012833,0.02669,0.038636,0.024809,0.023171,0.016965,0.02273,0.018713,0.032677,0.044091,0.03671,0.027841,0.037497,0.036191,0.017125,0.030868,0.026424,0.023288,0.02914,0.011585,0.009734,0.01258,0.017675,0.026315,0.013492,0.017489,0.015347,0.014094,0.025425,0.037133,0.033496,0.020431,0.045435,0.047291,0.061539,0.035196,0.034162,0.018599,0.008227,0.007647,0.004759,0.00606,0.000905,0.046345
3.47,0.027374,0.024999,0.022025,0.03481,0.019672,0.041603,0.013194,0.00836,0.021341,0.022671,0.018726,0.021375,0.020027,0.032063,0.031729,0.023622,0.018624,0.034807,0.040862,0.01894,0.022258,0.020032,0.024892,0.02209,0.039665,0.034828,0.030381,0.023641,0.036372,0.030381,0.0343,0.026501,0.023953,0.022242,0.02054,0.029215,0.017535,0.025576,0.034839,0.026909,0.030247,0.037618,0.037365,0.020891,0.019912,0.015302,0.025314,0.028821,0.036093,0.035863,0.054106,0.030904,0.033227,0.049632,0.024871,0.012079,0.023458,0.025515,0.028676,0.018788,0.011805,0.036095,0.033929,0.0238,0.021499,0.017329,0.021693,0.021655,0.025941,0.036534,0.055264,0.050817,0.008437,0.007737,0.030034,0.018131,0.027331,0.013022,0.027006,0.039032,0.025105,0.023446,0.017189,0.023006,0.018955,0.033038,0.044538,0.037036,0.028149,0.037914,0.036609,0.0174,0.03127,0.026703,0.023589,0.029499,0.011788,0.009911,0.0128,0.017949,0.026628,0.013691,0.017702,0.015534,0.014341,0.025739,0.037589,0.033907,0.020686,0.045948,0.047789,0.062149,0.035592,0.034518,0.01886,0.008377,0.007793,0.004861,0.006188,0.000932,0.046761
3.48,0.027738,0.025293,0.022287,0.035192,0.019957,0.041988,0.013425,0.008527,0.021603,0.022947,0.018955,0.021636,0.020231,0.032379,0.032032,0.023898,0.018806,0.03511,0.041219,0.019171,0.022491,0.020242,0.025131,0.022302,0.040035,0.035152,0.030665,0.023861,0.036712,0.030665,0.034624,0.02676,0.024198,0.02247,0.02075,0.029509,0.017822,0.025892,0.035198,0.027212,0.030617,0.038002,0.037723,0.021181,0.020171,0.015541,0.025628,0.029169,0.03651,0.036298,0.054764,0.031258,0.033583,0.05009,0.025165,0.012261,0.023736,0.025808,0.028989,0.019025,0.011985,0.036497,0.034246,0.024071,0.021757,0.017545,0.021948,0.021959,0.026274,0.036938,0.055837,0.051342,0.008588,0.00789,0.030351,0.018382,0.027666,0.013212,0.027325,0.039431,0.025403,0.023723,0.017415,0.023284,0.019198,0.0334,0.044988,0.037363,0.028459,0.038333,0.037028,0.017676,0.031674,0.026984,0.023891,0.02986,0.011992,0.01009,0.013023,0.018226,0.026943,0.013891,0.017917,0.015722,0.01459,0.026054,0.038046,0.03432,0.020944,0.046464,0.04829,0.062761,0.03599,0.034876,0.019123,0.008529,0.007942,0.004965,0.006317,0.000961,0.04718
3.49,0.028105,0.025591,0.022551,0.035577,0.020244,0.042377,0.013658,0.008697,0.021867,0.023226,0.019186,0.021898,0.020437,0.032698,0.032337,0.024176,0.01899,0.035415,0.041578,0.019404,0.022726,0.020454,0.025372,0.022516,0.040407,0.03548,0.03095,0.024083,0.037053,0.03095,0.034951,0.027022,0.024445,0.022699,0.020962,0.029804,0.018112,0.02621,0.035559,0.027519,0.030989,0.038388,0.038084,0.021474,0.020433,0.015783,0.025945,0.029519,0.036929,0.036736,0.055427,0.031614,0.033942,0.05055,0.025461,0.012445,0.024017,0.026103,0.029305,0.019264,0.012166,0.036901,0.034564,0.024344,0.022018,0.017763,0.022206,0.022267,0.026609,0.037345,0.056414,0.051871,0.008743,0.008045,0.030672,0.018635,0.028004,0.013404,0.027646,0.039832,0.025703,0.024003,0.017643,0.023564,0.019444,0.033764,0.045441,0.037692,0.02877,0.038755,0.037451,0.017956,0.032082,0.027266,0.024197,0.030224,0.0122,0.010272,0.013248,0.018505,0.02726,0.014093,0.018133,0.015912,0.014842,0.026372,0.038508,0.034736,0.021203,0.046984,0.048794,0.063377,0.036391,0.035236,0.019389,0.008683,0.008093,0.005071,0.006448,0.00099,0.0476
3.5,0.028475,0.02589,0.022817,0.035964,0.020535,0.042767,0.013895,0.00887,0.022134,0.023506,0.019419,0.022162,0.020645,0.033018,0.032644,0.024457,0.019175,0.035722,0.041939,0.019638,0.022963,0.020667,0.025614,0.022731,0.040782,0.035809,0.031237,0.024307,0.037397,0.031237,0.035279,0.027284,0.024694,0.02293,0.021175,0.030101,0.018405,0.02653,0.035923,0.027827,0.031364,0.038776,0.038446,0.02177,0.020698,0.016027,0.026265,0.029872,0.037352,0.037177,0.056094,0.031973,0.034304,0.051012,0.025759,0.012632,0.024299,0.0264,0.029622,0.019505,0.012349,0.037309,0.034884,0.024618,0.022279,0.017982,0.022465,0.022577,0.026947,0.037754,0.056995,0.052403,0.008898,0.008203,0.030994,0.01889,0.028345,0.013598,0.027969,0.040236,0.026006,0.024284,0.017873,0.023847,0.019692,0.034131,0.045897,0.038023,0.029084,0.039179,0.037877,0.018239,0.032493,0.027551,0.024504,0.030591,0.01241,0.010455,0.013476,0.018788,0.027579,0.014297,0.018351,0.016103,0.015097,0.026692,0.038972,0.035155,0.021464,0.047507,0.049301,0.063996,0.036795,0.035599,0.019657,0.008838,0.008246,0.005178,0.006582,0.001019,0.048023
3.51,0.028522,0.025923,0.022848,0.036005,0.020576,0.042801,0.013934,0.008903,0.022165,0.023539,0.019447,0.022194,0.020673,0.033052,0.032672,0.024489,0.019195,0.03575,0.041972,0.019667,0.022988,0.020689,0.025639,0.022753,0.040818,0.035841,0.031265,0.024329,0.037431,0.031265,0.035312,0.027311,0.02472,0.022954,0.021197,0.030131,0.018451,0.026567,0.035962,0.02786,0.031406,0.038815,0.03848,0.02181,0.020732,0.016064,0.026305,0.029914,0.037399,0.037229,0.056173,0.032013,0.034342,0.051053,0.025792,0.012659,0.024331,0.026432,0.029654,0.019534,0.012376,0.03735,0.034909,0.024647,0.022308,0.018008,0.022495,0.022619,0.026988,0.037798,0.057054,0.052456,0.008926,0.008232,0.031027,0.018925,0.028385,0.013625,0.028006,0.040277,0.02604,0.024316,0.017902,0.02388,0.019723,0.034168,0.045943,0.038053,0.029116,0.039223,0.037923,0.018283,0.032545,0.027579,0.024543,0.030634,0.012445,0.010488,0.013514,0.01883,0.027615,0.014326,0.018377,0.016125,0.01514,0.026728,0.039024,0.035202,0.021494,0.047565,0.049352,0.064054,0.036839,0.035636,0.019693,0.008865,0.008274,0.0052,0.006608,0.001027,0.048059
3.52,0.028895,0.026224,0.023116,0.036395,0.020869,0.043193,0.014174,0.009078,0.022434,0.023821,0.019682,0.02246,0.020884,0.033376,0.03298,0.024772,0.019382,0.036059,0.042335,0.019903,0.023226,0.020903,0.025883,0.02297,0.041196,0.036172,0.031554,0.024553,0.037776,0.031554,0.035643,0.027575,0.02497,0.023186,0.021412,0.03043,0.018747,0.026889,0.036328,0.02817,0.031784,0.039206,0.038844,0.022109,0.020999,0.016311,0.026627,0.03027,0.037825,0.037673,0.056845,0.032374,0.034706,0.051518,0.026092,0.012847,0.024616,0.026731,0.029974,0.019777,0.012561,0.03776,0.03523,0.024923,0.022571,0.018229,0.022756,0.022932,0.027329,0.03821,0.057638,0.052991,0.009084,0.008392,0.031352,0.019183,0.028728,0.013821,0.028332,0.040684,0.026345,0.024599,0.018134,0.024164,0.019973,0.034537,0.046402,0.038386,0.029432,0.03965,0.038351,0.018569,0.032959,0.027865,0.024853,0.031003,0.012658,0.010674,0.013744,0.019115,0.027936,0.014533,0.018596,0.016318,0.015399,0.02705,0.039492,0.035623,0.021757,0.048092,0.049862,0.064677,0.037245,0.036001,0.019964,0.009023,0.008429,0.00531,0.006744,0.001058,0.048484
3.53,0.02927,0.026528,0.023386,0.036788,0.021165,0.043587,0.014415,0.009256,0.022704,0.024106,0.019919,0.022728,0.021097,0.033701,0.03329,0.025056,0.01957,0.036369,0.0427,0.020142,0.023466,0.021119,0.026128,0.023187,0.041575,0.036505,0.031845,0.02478,0.038125,0.031845,0.035975,0.027841,0.025222,0.02342,0.021628,0.030731,0.019046,0.027214,0.036697,0.028482,0.032163,0.0396,0.039211,0.02241,0.021267,0.016561,0.026952,0.030628,0.038253,0.038121,0.057522,0.032738,0.035072,0.051986,0.026394,0.013037,0.024902,0.027032,0.030295,0.020021,0.012747,0.038172,0.035553,0.0252,0.022836,0.018451,0.023019,0.023248,0.027671,0.038625,0.058226,0.05353,0.009244,0.008554,0.031678,0.019443,0.029073,0.014018,0.02866,0.041093,0.026651,0.024885,0.018368,0.02445,0.020224,0.034908,0.046864,0.038721,0.029749,0.040079,0.038783,0.018858,0.033377,0.028152,0.025166,0.031375,0.012873,0.010862,0.013977,0.019403,0.02826,0.014741,0.018817,0.016512,0.01566,0.027375,0.039962,0.036047,0.022022,0.048622,0.050375,0.065303,0.037654,0.036368,0.020236,0.009183,0.008586,0.005421,0.006882,0.001089,0.048912
3.54,0.029649,0.026833,0.023658,0.037183,0.021463,0.043984,0.01466,0.009436,0.022977,0.024392,0.020157,0.022998,0.021311,0.034029,0.033601,0.025343,0.019759,0.036681,0.043068,0.020382,0.023707,0.021336,0.026376,0.023407,0.041957,0.03684,0.032137,0.025007,0.038475,0.032137,0.03631,0.028109,0.025475,0.023655,0.021845,0.031034,0.019348,0.02754,0.037068,0.028796,0.032545,0.039996,0.039579,0.022713,0.021538,0.016813,0.02728,0.030989,0.038684,0.038571,0.058204,0.033105,0.035441,0.052456,0.026697,0.013229,0.02519,0.027334,0.030618,0.020267,0.012935,0.038586,0.035876,0.02548,0.023103,0.018675,0.023283,0.023566,0.028017,0.039042,0.058818,0.054071,0.009405,0.008719,0.032007,0.019705,0.02942,0.014218,0.02899,0.041505,0.02696,0.025172,0.018603,0.024739,0.020478,0.035281,0.047328,0.039058,0.030068,0.040511,0.039216,0.019149,0.033797,0.028441,0.025481,0.031749,0.01309,0.011053,0.014213,0.019693,0.028586,0.01495,0.01904,0.016707,0.015924,0.027701,0.040435,0.036474,0.022288,0.049156,0.050891,0.065933,0.038066,0.036737,0.020511,0.009344,0.008746,0.005534,0.007021,0.001121,0.049341
3.55,0.03003,0.02714,0.023931,0.03758,0.021764,0.044382,0.014907,0.009619,0.023251,0.024681,0.020397,0.02327,0.021528,0.034359,0.033914,0.025631,0.019949,0.036995,0.043437,0.020624,0.02395,0.021555,0.026624,0.023627,0.042341,0.037178,0.032431,0.025236,0.038827,0.032431,0.036647,0.028379,0.02573,0.023892,0.022064,0.031338,0.019653,0.027869,0.037442,0.029111,0.03293,0.040394,0.03995,0.023019,0.021811,0.017067,0.02761,0.031353,0.039118,0.039025,0.05889,0.033473,0.035811,0.052928,0.027003,0.013423,0.025481,0.027638,0.030943,0.020515,0.013126,0.039003,0.036201,0.025761,0.023371,0.018901,0.02355,0.023887,0.028364,0.039462,0.059412,0.054615,0.009569,0.008885,0.032337,0.019969,0.029771,0.014419,0.029322,0.041919,0.027271,0.025461,0.01884,0.025029,0.020734,0.035656,0.047796,0.039396,0.030389,0.040946,0.039653,0.019444,0.034221,0.028732,0.025798,0.032126,0.01331,0.011247,0.014452,0.019986,0.028913,0.015162,0.019264,0.016903,0.016192,0.028029,0.040911,0.036903,0.022556,0.049693,0.05141,0.066566,0.03848,0.037109,0.020789,0.009508,0.008907,0.005648,0.007163,0.001154,0.049772
3.56,0.030413,0.027448,0.024207,0.03798,0.022067,0.044781,0.015157,0.009804,0.023527,0.024971,0.020639,0.023544,0.021747,0.03469,0.034229,0.025922,0.020141,0.03731,0.043808,0.020867,0.024194,0.021775,0.026874,0.023849,0.042727,0.037516,0.032727,0.025466,0.039181,0.032727,0.036986,0.028649,0.025986,0.02413,0.022284,0.031644,0.019961,0.0282,0.037818,0.029429,0.033316,0.040794,0.040322,0.023328,0.022086,0.017324,0.027941,0.031718,0.039554,0.039481,0.059581,0.033844,0.036184,0.053402,0.02731,0.013618,0.025772,0.027944,0.031269,0.020764,0.013317,0.039421,0.036527,0.026043,0.023641,0.019127,0.023818,0.02421,0.028714,0.039884,0.06001,0.055162,0.009735,0.009054,0.03267,0.020235,0.030123,0.014621,0.029657,0.042335,0.027583,0.025751,0.019079,0.025321,0.020991,0.036033,0.048265,0.039736,0.030712,0.041382,0.040091,0.019741,0.034647,0.029024,0.026117,0.032505,0.013532,0.011442,0.014692,0.020282,0.029243,0.015375,0.019489,0.017101,0.016461,0.028359,0.04139,0.037335,0.022825,0.050234,0.051931,0.067201,0.038896,0.037482,0.021068,0.009673,0.00907,0.005764,0.007306,0.001187,0.050206
3.57,0.0308,0.027759,0.024484,0.038382,0.022373,0.045183,0.01541,0.009992,0.023805,0.025263,0.020883,0.02382,0.021968,0.035024,0.034545,0.026214,0.020334,0.037628,0.044182,0.021113,0.02444,0.021996,0.027126,0.024073,0.043115,0.037858,0.033025,0.025698,0.039537,0.033025,0.037326,0.028922,0.026244,0.02437,0.022505,0.031952,0.020271,0.028533,0.038196,0.029748,0.033706,0.041196,0.040697,0.023639,0.022364,0.017583,0.028276,0.032086,0.039994,0.039941,0.060276,0.034217,0.03656,0.05388,0.02762,0.013815,0.026066,0.028252,0.031598,0.021016,0.013511,0.039843,0.036855,0.026327,0.023912,0.019356,0.024088,0.024536,0.029066,0.040309,0.060612,0.055713,0.009902,0.009225,0.033004,0.020504,0.030477,0.014825,0.029993,0.042754,0.027898,0.026044,0.019319,0.025615,0.02125,0.036413,0.048738,0.040078,0.031037,0.041821,0.040533,0.020041,0.035077,0.029318,0.026439,0.032887,0.013757,0.011639,0.014936,0.020581,0.029575,0.015591,0.019717,0.0173,0.016735,0.028692,0.041872,0.037769,0.023097,0.050778,0.052456,0.067841,0.039315,0.037858,0.021349,0.00984,0.009236,0.005882,0.007452,0.001222,0.050641
3.58,0.031189,0.028072,0.024764,0.038787,0.022681,0.045587,0.015665,0.010183,0.024085,0.025557,0.021128,0.024098,0.022191,0.035361,0.034863,0.026509,0.020529,0.037947,0.044558,0.02136,0.024688,0.022219,0.027379,0.024297,0.043506,0.038201,0.033324,0.025931,0.039895,0.033324,0.037669,0.029196,0.026504,0.024611,0.022728,0.032262,0.020585,0.028868,0.038577,0.03007,0.034098,0.041602,0.041074,0.023953,0.022643,0.017845,0.028614,0.032457,0.040437,0.040403,0.060976,0.034593,0.036937,0.054359,0.027931,0.014014,0.026362,0.028562,0.031928,0.021269,0.013706,0.040267,0.037184,0.026612,0.024185,0.019586,0.024359,0.024865,0.029421,0.040737,0.061217,0.056267,0.010072,0.009398,0.033341,0.020775,0.030835,0.015032,0.030332,0.043175,0.028215,0.026339,0.019562,0.025912,0.021512,0.036794,0.049213,0.040422,0.031363,0.042263,0.040977,0.020344,0.03551,0.029613,0.026763,0.033271,0.013984,0.011839,0.015182,0.020882,0.029909,0.015808,0.019945,0.017501,0.017011,0.029026,0.042357,0.038207,0.02337,0.051325,0.052984,0.068484,0.039737,0.038236,0.021634,0.010009,0.009403,0.006002,0.0076,0.001257,0.051079
3.59,0.031581,0.028387,0.025045,0.039193,0.022992,0.045993,0.015923,0.010375,0.024366,0.025853,0.021375,0.024377,0.022416,0.035699,0.035182,0.026805,0.020724,0.038268,0.044935,0.021608,0.024936,0.022443,0.027634,0.024523,0.043899,0.038545,0.033625,0.026165,0.040256,0.033625,0.038014,0.029472,0.026765,0.024853,0.022951,0.032573,0.020901,0.029205,0.03896,0.030393,0.034491,0.042009,0.041452,0.02427,0.022924,0.018109,0.028953,0.032831,0.040881,0.040869,0.061681,0.03497,0.037317,0.054841,0.028244,0.014214,0.026659,0.028874,0.032261,0.021523,0.013903,0.040692,0.037514,0.026899,0.024459,0.019817,0.024632,0.025196,0.029778,0.041166,0.061825,0.056823,0.010243,0.009573,0.033679,0.021047,0.031194,0.015239,0.030673,0.043599,0.028534,0.026635,0.019806,0.02621,0.021775,0.037177,0.049691,0.040768,0.031691,0.042707,0.041424,0.02065,0.035946,0.02991,0.027089,0.033658,0.014213,0.012041,0.015431,0.021186,0.030245,0.016027,0.020175,0.017702,0.01729,0.029362,0.042844,0.038646,0.023645,0.051876,0.053514,0.06913,0.040162,0.038616,0.02192,0.01018,0.009573,0.006123,0.007749,0.001292,0.051519
3.6,0.031976,0.028704,0.025328,0.039603,0.023306,0.046401,0.016184,0.010571,0.02465,0.026152,0.021624,0.024659,0.022643,0.03604,0.035503,0.027104,0.020921,0.03859,0.045315,0.021859,0.025187,0.022668,0.02789,0.024751,0.044294,0.038893,0.033928,0.0264,0.040618,0.033928,0.038361,0.02975,0.027028,0.025097,0.023177,0.032887,0.021221,0.029544,0.039345,0.030718,0.034888,0.042419,0.041833,0.024589,0.023208,0.018376,0.029296,0.033207,0.041329,0.041337,0.06239,0.035351,0.037699,0.055325,0.028559,0.014417,0.026959,0.029187,0.032595,0.02178,0.014102,0.041121,0.037846,0.027188,0.024735,0.02005,0.024908,0.025531,0.030138,0.041599,0.062437,0.057383,0.010416,0.009751,0.03402,0.021323,0.031556,0.015449,0.031017,0.044026,0.028855,0.026934,0.020052,0.02651,0.02204,0.037563,0.050172,0.041115,0.032022,0.043154,0.041873,0.020959,0.036385,0.030209,0.027418,0.034048,0.014445,0.012246,0.015682,0.021493,0.030583,0.016248,0.020407,0.017905,0.017572,0.029701,0.043335,0.039088,0.023922,0.05243,0.054047,0.06978,0.040589,0.038998,0.022208,0.010354,0.009744,0.006246,0.007901,0.001329,0.051961
